,date,home_team,away_team,home_team_continent,away_team_continent,home_score,away_score,tournament,city,country,shoot_out,winning_team,losing_team,goals
974,2000-07-27,Bolivia,Paraguay,South America,South America,0.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,No,Draw,Draw,0.0
975,2000-08-15,Chile,Brazil,South America,South America,3.0,0.0,FIFA World Cup qualification,Santiago,Chile,No,Chile,Brazil,3.0
976,2000-08-15,Colombia,Uruguay,South America,South America,1.0,0.0,FIFA World Cup qualification,Bogotá,Colombia,No,Colombia,Uruguay,1.0
977,2000-08-15,Costa Rica,Guatemala,North America,North America,2.0,1.0,FIFA World Cup qualification,Alajuela,Costa Rica,No,Costa Rica,Guatemala,3.0
978,2000-08-15,Mexico,Canada,North America,North America,2.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,No,Mexico,Canada,2.0
979,2000-08-16,Argentina,Paraguay,South America,South America,1.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,No,Draw,Draw,2.0
980,2000-08-16,Ecuador,Bolivia,South America,South America,2.0,0.0,FIFA World Cup qualification,Quito,Ecuador,No,Ecuador,Bolivia,2.0
981,2000-08-16,Estonia,Andorra,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Tallinn,Estonia,No,Estonia,Andorra,1.0
982,2000-08-16,Jamaica,El Salvador,North America,North America,1.0,0.0,FIFA World Cup qualification,Kingston,Jamaica,No,Jamaica,El Salvador,1.0
983,2000-08-16,Peru,Venezuela,South America,South America,1.0,0.0,FIFA World Cup qualification,Lima,Peru,No,Peru,Venezuela,1.0
984,2000-08-16,Trinidad and Tobago,Panama,South America,North America,6.0,0.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,No,Trinidad and Tobago,Panama,6.0
985,2000-08-16,USA,Barbados,North America,North America,7.0,0.0,FIFA World Cup qualification,Foxborough,USA,No,USA,Barbados,7.0
986,2000-09-02,Andorra,Cyprus,Europe,Europe,2.0,3.0,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,No,Cyprus,Andorra,5.0
987,2000-09-02,Azerbaijan,Sweden,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Baku,Azerbaijan,No,Sweden,Azerbaijan,1.0
988,2000-09-02,Belarus,Wales,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Minsk,Belarus,No,Belarus,Wales,3.0
989,2000-09-02,Belgium,Croatia,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Brussels,Belgium,No,Draw,Draw,0.0
990,2000-09-02,Bosnia and Herzegovina,Spain,Europe,Europe,1.0,2.0,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,No,Spain,Bosnia and Herzegovina,3.0
991,2000-09-02,Bulgaria,Czech Republic,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Sofia,Bulgaria,No,Czech Republic,Bulgaria,1.0
992,2000-09-02,Chile,Colombia,South America,South America,0.0,1.0,FIFA World Cup qualification,Santiago,Chile,No,Colombia,Chile,1.0
993,2000-09-02,Finland,Albania,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Helsinki,Finland,No,Finland,Albania,3.0
994,2000-09-02,Germany,Greece,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Hamburg,Germany,No,Germany,Greece,2.0
995,2000-09-02,Honduras,El Salvador,North America,North America,5.0,0.0,FIFA World Cup qualification,San Pedro Sula,Honduras,No,Honduras,El Salvador,5.0
996,2000-09-02,Iceland,Denmark,Europe,Europe,1.0,2.0,FIFA World Cup qualification,Reykjavík,Iceland,No,Denmark,Iceland,3.0
997,2000-09-02,Latvia,Scotland,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Riga,Latvia,No,Scotland,Latvia,1.0
998,2000-09-02,Netherlands,Republic of Ireland,Europe,Europe,2.0,2.0,FIFA World Cup qualification,Amsterdam,Netherlands,No,Draw,Draw,4.0
999,2000-09-02,Northern Ireland,Malta,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,No,Northern Ireland,Malta,1.0
1000,2000-09-02,Norway,Armenia,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Oslo,Norway,No,Draw,Draw,0.0
1001,2000-09-02,Paraguay,Venezuela,South America,South America,3.0,0.0,FIFA World Cup qualification,Asunción,Paraguay,No,Paraguay,Venezuela,3.0
1002,2000-09-02,Switzerland,Russia,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Zürich,Switzerland,No,Russia,Switzerland,1.0
1003,2000-09-02,Turkey,Moldova,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Istanbul,Turkey,No,Turkey,Moldova,2.0
1004,2000-09-02,Ukraine,Poland,Europe,Europe,1.0,3.0,FIFA World Cup qualification,Kyiv,Ukraine,No,Poland,Ukraine,4.0
1005,2000-09-03,Brazil,Bolivia,South America,South America,5.0,0.0,FIFA World Cup qualification,Rio de Janeiro,Brazil,No,Brazil,Bolivia,5.0
1006,2000-09-03,Costa Rica,Barbados,North America,North America,3.0,0.0,FIFA World Cup qualification,San José,Costa Rica,No,Costa Rica,Barbados,3.0
1007,2000-09-03,Estonia,Portugal,Europe,Europe,1.0,3.0,FIFA World Cup qualification,Tallinn,Estonia,No,Portugal,Estonia,4.0
1008,2000-09-03,Faroe Islands,Slovenia,Europe,Europe,2.0,2.0,FIFA World Cup qualification,Toftir,Faroe Islands,No,Draw,Draw,4.0
1009,2000-09-03,Hungary,Italy,Europe,Europe,2.0,2.0,FIFA World Cup qualification,Budapest,Hungary,No,Draw,Draw,4.0
1010,2000-09-03,Israel,Liechtenstein,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Ramat-Gan,Israel,No,Israel,Liechtenstein,2.0
1011,2000-09-03,Mexico,Panama,North America,North America,7.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,No,Mexico,Panama,8.0
1012,2000-09-03,Peru,Argentina,South America,South America,1.0,2.0,FIFA World Cup qualification,Lima,Peru,No,Argentina,Peru,3.0
1013,2000-09-03,Romania,Lithuania,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Bucharest,Romania,No,Romania,Lithuania,1.0
1014,2000-09-03,Slovakia,North Macedonia,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Bratislava,Slovakia,No,Slovakia,North Macedonia,2.0
1015,2000-09-03,Trinidad and Tobago,Canada,South America,North America,4.0,0.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,No,Trinidad and Tobago,Canada,4.0
1016,2000-09-03,Uruguay,Ecuador,South America,South America,4.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,No,Uruguay,Ecuador,4.0
1017,2000-09-03,USA,Guatemala,North America,North America,1.0,0.0,FIFA World Cup qualification,Washington,USA,No,USA,Guatemala,1.0
1018,2000-10-06,North Macedonia,Azerbaijan,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Skopje,North Macedonia,No,North Macedonia,Azerbaijan,3.0
1019,2000-10-07,Andorra,Estonia,Europe,Europe,1.0,2.0,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,No,Estonia,Andorra,3.0
1020,2000-10-07,Armenia,Ukraine,Europe,Europe,2.0,3.0,FIFA World Cup qualification,Yerevan,Armenia,No,Ukraine,Armenia,5.0
1021,2000-10-07,Bulgaria,Malta,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Sofia,Bulgaria,No,Bulgaria,Malta,3.0
1022,2000-10-07,Colombia,Paraguay,South America,South America,0.0,2.0,FIFA World Cup qualification,Bogotá,Colombia,No,Paraguay,Colombia,2.0
1023,2000-10-07,Cyprus,Netherlands,Europe,Europe,0.0,4.0,FIFA World Cup qualification,Nicosia,Cyprus,No,Netherlands,Cyprus,4.0
1024,2000-10-07,Czech Republic,Iceland,Europe,Europe,4.0,0.0,FIFA World Cup qualification,Teplice,Czech Republic,No,Czech Republic,Iceland,4.0
1025,2000-10-07,England,Germany,Europe,Europe,0.0,1.0,FIFA World Cup qualification,London,England,No,Germany,England,1.0
1026,2000-10-07,Greece,Finland,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Athens,Greece,No,Greece,Finland,1.0
1027,2000-10-07,Italy,Romania,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Milan,Italy,No,Italy,Romania,3.0
1028,2000-10-07,Latvia,Belgium,Europe,Europe,0.0,4.0,FIFA World Cup qualification,Riga,Latvia,No,Belgium,Latvia,4.0
1029,2000-10-07,Liechtenstein,Austria,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Vaduz,Liechtenstein,No,Austria,Liechtenstein,1.0
1030,2000-10-07,Lithuania,Georgia,Europe,Europe,0.0,4.0,FIFA World Cup qualification,Kaunas,Lithuania,No,Georgia,Lithuania,4.0
1031,2000-10-07,Luxembourg,Slovenia,Europe,Europe,1.0,2.0,FIFA World Cup qualification,Luxembourg,Luxembourg,No,Slovenia,Luxembourg,3.0
1032,2000-10-07,Moldova,Slovakia,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Chișinău,Moldova,No,Slovakia,Moldova,1.0
1033,2000-10-07,Northern Ireland,Denmark,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Belfast,Northern Ireland,No,Draw,Draw,2.0
1034,2000-10-07,Poland,Belarus,Europe,Europe,3.0,1.0,FIFA World Cup qualification,Łódź,Poland,No,Poland,Belarus,4.0
1035,2000-10-07,Portugal,Republic of Ireland,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Lisbon,Portugal,No,Draw,Draw,2.0
1036,2000-10-07,San Marino,Scotland,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Serravalle,San Marino,No,Scotland,San Marino,2.0
1037,2000-10-07,Spain,Israel,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Madrid,Spain,No,Spain,Israel,2.0
1038,2000-10-07,Sweden,Turkey,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Gothenburg,Sweden,No,Draw,Draw,2.0
1039,2000-10-07,Switzerland,Faroe Islands,Europe,Europe,5.0,1.0,FIFA World Cup qualification,Zürich,Switzerland,No,Switzerland,Faroe Islands,6.0
1040,2000-10-07,Wales,Norway,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Cardiff,Wales,No,Draw,Draw,2.0
1041,2000-10-08,Argentina,Uruguay,South America,South America,2.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,No,Argentina,Uruguay,3.0
1042,2000-10-08,Barbados,Guatemala,North America,North America,1.0,3.0,FIFA World Cup qualification,Bridgetown,Barbados,No,Guatemala,Barbados,4.0
1043,2000-10-08,Bolivia,Peru,South America,South America,1.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,No,Bolivia,Peru,1.0
1044,2000-10-08,Ecuador,Chile,South America,South America,1.0,0.0,FIFA World Cup qualification,Quito,Ecuador,No,Ecuador,Chile,1.0
1045,2000-10-08,Honduras,Jamaica,North America,North America,1.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,No,Honduras,Jamaica,1.0
1046,2000-10-08,Mexico,Trinidad and Tobago,North America,South America,7.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,No,Mexico,Trinidad and Tobago,7.0
1047,2000-10-08,Venezuela,Brazil,South America,South America,0.0,6.0,FIFA World Cup qualification,Maracaibo,Venezuela,No,Brazil,Venezuela,6.0
1048,2000-10-09,Canada,Panama,North America,North America,1.0,0.0,FIFA World Cup qualification,Winnipeg,Canada,No,Canada,Panama,1.0
1049,2000-10-11,Albania,Greece,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Tirana,Albania,No,Albania,Greece,2.0
1050,2000-10-11,Austria,Spain,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Vienna,Austria,No,Draw,Draw,2.0
1051,2000-10-11,Azerbaijan,Turkey,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Baku,Azerbaijan,No,Turkey,Azerbaijan,1.0
1052,2000-10-11,Belarus,Armenia,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Minsk,Belarus,No,Belarus,Armenia,3.0
1053,2000-10-11,Croatia,Scotland,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Zagreb,Croatia,No,Draw,Draw,2.0
1054,2000-10-11,Denmark,Bulgaria,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,No,Draw,Draw,2.0
1055,2000-10-11,Finland,England,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Helsinki,Finland,No,Draw,Draw,0.0
1056,2000-10-11,Iceland,Northern Ireland,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Reykjavík,Iceland,No,Iceland,Northern Ireland,1.0
1057,2000-10-11,Republic of Ireland,Estonia,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Dublin,Republic of Ireland,No,Republic of Ireland,Estonia,2.0
1058,2000-10-11,Israel,Bosnia and Herzegovina,Europe,Europe,3.0,1.0,FIFA World Cup qualification,Ramat-Gan,Israel,No,Israel,Bosnia and Herzegovina,4.0
1059,2000-10-11,Italy,Georgia,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Ancona,Italy,No,Italy,Georgia,2.0
1060,2000-10-11,Lithuania,Hungary,Europe,Europe,1.0,6.0,FIFA World Cup qualification,Kaunas,Lithuania,No,Hungary,Lithuania,7.0
1061,2000-10-11,Malta,Czech Republic,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Attard,Malta,No,Draw,Draw,0.0
1062,2000-10-11,Moldova,North Macedonia,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Chișinău,Moldova,No,Draw,Draw,0.0
1063,2000-10-11,Netherlands,Portugal,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Rotterdam,Netherlands,No,Portugal,Netherlands,2.0
1064,2000-10-11,Norway,Ukraine,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Oslo,Norway,No,Ukraine,Norway,1.0
1065,2000-10-11,Poland,Wales,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Warsaw,Poland,No,Draw,Draw,0.0
1066,2000-10-11,Russia,Luxembourg,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Moscow,Russia,No,Russia,Luxembourg,3.0
1067,2000-10-11,Slovakia,Sweden,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Bratislava,Slovakia,No,Draw,Draw,0.0
1068,2000-10-11,Slovenia,Switzerland,Europe,Europe,2.0,2.0,FIFA World Cup qualification,Ljubljana,Slovenia,No,Draw,Draw,4.0
1069,2000-10-11,USA,Costa Rica,North America,North America,0.0,0.0,FIFA World Cup qualification,Columbus,USA,No,Draw,Draw,0.0
1070,2000-11-15,Barbados,USA,North America,North America,0.0,4.0,FIFA World Cup qualification,Bridgetown,Barbados,No,USA,Barbados,4.0
1071,2000-11-15,Bolivia,Uruguay,South America,South America,0.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,No,Draw,Draw,0.0
1072,2000-11-15,Brazil,Colombia,South America,South America,1.0,0.0,FIFA World Cup qualification,São Paulo,Brazil,No,Brazil,Colombia,1.0
1073,2000-11-15,Canada,Mexico,North America,North America,0.0,0.0,FIFA World Cup qualification,Toronto,Canada,No,Draw,Draw,0.0
1074,2000-11-15,Chile,Argentina,South America,South America,0.0,2.0,FIFA World Cup qualification,Santiago,Chile,No,Argentina,Chile,2.0
1075,2000-11-15,Cyprus,Andorra,Europe,Europe,5.0,0.0,FIFA World Cup qualification,Limassol,Cyprus,No,Cyprus,Andorra,5.0
1076,2000-11-15,El Salvador,Jamaica,North America,North America,2.0,0.0,FIFA World Cup qualification,San Salvador,El Salvador,No,El Salvador,Jamaica,2.0
1077,2000-11-15,Guatemala,Costa Rica,North America,North America,2.0,1.0,FIFA World Cup qualification,Mazatenango,Guatemala,No,Guatemala,Costa Rica,3.0
1078,2000-11-15,Paraguay,Peru,South America,South America,5.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,No,Paraguay,Peru,6.0
1079,2000-11-15,San Marino,Latvia,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Serravalle,San Marino,No,Latvia,San Marino,1.0
1080,2000-11-15,Trinidad and Tobago,Panama,South America,North America,1.0,0.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,No,Trinidad and Tobago,Panama,1.0
1081,2000-11-15,Venezuela,Ecuador,South America,South America,1.0,2.0,FIFA World Cup qualification,Maracaibo,Venezuela,No,Ecuador,Venezuela,3.0
1082,2000-11-24,IR Iran,Guam,Asia,Asia,19.0,0.0,FIFA World Cup qualification,Tabriz,IR Iran,No,IR Iran,Guam,19.0
1083,2000-11-26,Tajikistan,Guam,Asia,Asia,16.0,0.0,FIFA World Cup qualification,Tabriz,IR Iran,No,Tajikistan,Guam,16.0
1084,2000-11-28,IR Iran,Tajikistan,Asia,Asia,2.0,0.0,FIFA World Cup qualification,Tabriz,IR Iran,No,IR Iran,Tajikistan,2.0
1085,2001-01-06,Costa Rica,Guatemala,North America,North America,5.0,2.0,FIFA World Cup qualification,Miami,USA,No,Costa Rica,Guatemala,7.0
1086,2001-01-26,Algeria,Namibia,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Algiers,Algeria,No,Algeria,Namibia,1.0
1087,2001-01-27,Nigeria,Sudan,Africa,Africa,3.0,0.0,FIFA World Cup qualification,Port Harcourt,Nigeria,No,Nigeria,Sudan,3.0
1088,2001-01-27,South Africa,Burkina Faso,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Rustenburg,South Africa,No,South Africa,Burkina Faso,1.0
1089,2001-01-28,Angola,Libya,Africa,Africa,3.0,1.0,FIFA World Cup qualification,Luanda,Angola,No,Angola,Libya,4.0
1090,2001-01-28,Congo,Tunisia,Africa,Africa,1.0,2.0,FIFA World Cup qualification,Pointe-Noire,Congo,No,Tunisia,Congo,3.0
1091,2001-01-28,Egypt,Morocco,Africa,Africa,0.0,0.0,FIFA World Cup qualification,Cairo,Egypt,No,Draw,Draw,0.0
1092,2001-01-28,Ghana,Liberia,Africa,Africa,1.0,3.0,FIFA World Cup qualification,Accra,Ghana,No,Liberia,Ghana,4.0
1093,2001-01-28,Guinea,Malawi,Africa,Africa,1.0,1.0,FIFA World Cup qualification,Conakry,Guinea,No,Draw,Draw,2.0
1094,2001-01-28,Madagascar,Côte d'Ivoire,Africa,Africa,1.0,3.0,FIFA World Cup qualification,Antananarivo,Madagascar,No,Côte d'Ivoire,Madagascar,4.0
1095,2001-01-28,Togo,Cameroon,Africa,Africa,0.0,2.0,FIFA World Cup qualification,Lomé,Togo,No,Cameroon,Togo,2.0
1096,2001-02-03,Bahrain,Kuwait,Asia,Asia,1.0,2.0,FIFA World Cup qualification,Singapore,Singapore,No,Kuwait,Bahrain,3.0
1097,2001-02-03,Singapore,Kyrgyz Republic,Asia,Asia,0.0,1.0,FIFA World Cup qualification,Singapore,Singapore,No,Kyrgyz Republic,Singapore,1.0
1098,2001-02-06,Bahrain,Kyrgyz Republic,Asia,Asia,1.0,0.0,FIFA World Cup qualification,Singapore,Singapore,No,Bahrain,Kyrgyz Republic,1.0
1099,2001-02-06,Singapore,Kuwait,Asia,Asia,1.0,1.0,FIFA World Cup qualification,Singapore,Singapore,No,Draw,Draw,2.0
1100,2001-02-08,Saudi Arabia,Mongolia,Asia,Asia,6.0,0.0,FIFA World Cup qualification,Dammam,Saudi Arabia,No,Saudi Arabia,Mongolia,6.0
1101,2001-02-08,Vietnam,Bangladesh,Asia,Asia,0.0,0.0,FIFA World Cup qualification,Dammam,Saudi Arabia,No,Draw,Draw,0.0
1102,2001-02-09,Kyrgyz Republic,Kuwait,Asia,Asia,0.0,3.0,FIFA World Cup qualification,Singapore,Singapore,No,Kuwait,Kyrgyz Republic,3.0
1103,2001-02-09,Singapore,Bahrain,Asia,Asia,1.0,2.0,FIFA World Cup qualification,Singapore,Singapore,No,Bahrain,Singapore,3.0
1104,2001-02-10,Mongolia,Vietnam,Asia,Asia,0.0,1.0,FIFA World Cup qualification,Dammam,Saudi Arabia,No,Vietnam,Mongolia,1.0
1105,2001-02-10,Saudi Arabia,Bangladesh,Asia,Asia,3.0,0.0,FIFA World Cup qualification,Dammam,Saudi Arabia,No,Saudi Arabia,Bangladesh,3.0
1106,2001-02-12,Mongolia,Bangladesh,Asia,Asia,0.0,3.0,FIFA World Cup qualification,Dammam,Saudi Arabia,No,Bangladesh,Mongolia,3.0
1107,2001-02-12,Saudi Arabia,Vietnam,Asia,Asia,5.0,0.0,FIFA World Cup qualification,Dammam,Saudi Arabia,No,Saudi Arabia,Vietnam,5.0
1108,2001-02-15,Bangladesh,Vietnam,Asia,Asia,0.0,4.0,FIFA World Cup qualification,Dammam,Saudi Arabia,No,Vietnam,Bangladesh,4.0
1109,2001-02-15,Saudi Arabia,Mongolia,Asia,Asia,6.0,0.0,FIFA World Cup qualification,Dammam,Saudi Arabia,No,Saudi Arabia,Mongolia,6.0
1110,2001-02-17,Saudi Arabia,Bangladesh,Asia,Asia,6.0,0.0,FIFA World Cup qualification,Dammam,Saudi Arabia,No,Saudi Arabia,Bangladesh,6.0
1111,2001-02-17,Vietnam,Mongolia,Asia,Asia,4.0,0.0,FIFA World Cup qualification,Dammam,Saudi Arabia,No,Vietnam,Mongolia,4.0
1112,2001-02-19,Bangladesh,Mongolia,Asia,Asia,2.0,2.0,FIFA World Cup qualification,Dammam,Saudi Arabia,No,Draw,Draw,4.0
1113,2001-02-19,Saudi Arabia,Vietnam,Asia,Asia,4.0,0.0,FIFA World Cup qualification,Dammam,Saudi Arabia,No,Saudi Arabia,Vietnam,4.0
1114,2001-02-21,Kuwait,Singapore,Asia,Asia,1.0,0.0,FIFA World Cup qualification,Kuwait City,Kuwait,No,Kuwait,Singapore,1.0
1115,2001-02-21,Kyrgyz Republic,Bahrain,Asia,Asia,1.0,2.0,FIFA World Cup qualification,Kuwait City,Kuwait,No,Bahrain,Kyrgyz Republic,3.0
1116,2001-02-23,Libya,Togo,Africa,Africa,3.0,3.0,FIFA World Cup qualification,Benghazi,Libya,No,Draw,Draw,6.0
1117,2001-02-24,Bahrain,Singapore,Asia,Asia,2.0,0.0,FIFA World Cup qualification,Kuwait City,Kuwait,No,Bahrain,Singapore,2.0
1118,2001-02-24,Burkina Faso,Zimbabwe,Africa,Africa,1.0,2.0,FIFA World Cup qualification,Bobo Dioulasso,Burkina Faso,No,Zimbabwe,Burkina Faso,3.0
1119,2001-02-24,Kuwait,Kyrgyz Republic,Asia,Asia,2.0,0.0,FIFA World Cup qualification,Kuwait City,Kuwait,No,Kuwait,Kyrgyz Republic,2.0
1120,2001-02-24,Morocco,Senegal,Africa,Africa,0.0,0.0,FIFA World Cup qualification,Rabat,Morocco,No,Draw,Draw,0.0
1121,2001-02-24,Namibia,Egypt,Africa,Africa,1.0,1.0,FIFA World Cup qualification,Windhoek,Namibia,No,Draw,Draw,2.0
1122,2001-02-25,Cameroon,Zambia,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Yaoundé,Cameroon,No,Cameroon,Zambia,1.0
1123,2001-02-25,Liberia,Sierra Leone,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Paynesville,Liberia,No,Liberia,Sierra Leone,1.0
1124,2001-02-25,Malawi,South Africa,Africa,Africa,1.0,2.0,FIFA World Cup qualification,Blantyre,Malawi,No,South Africa,Malawi,3.0
1125,2001-02-25,Sudan,Ghana,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Omdurman,Sudan,No,Sudan,Ghana,1.0
1126,2001-02-25,Tunisia,Congo DR,Africa,Africa,6.0,0.0,FIFA World Cup qualification,Tunis,Tunisia,No,Tunisia,Congo DR,6.0
1127,2001-02-27,Kuwait,Bahrain,Asia,Asia,0.0,1.0,FIFA World Cup qualification,Kuwait City,Kuwait,No,Bahrain,Kuwait,1.0
1128,2001-02-27,Kyrgyz Republic,Singapore,Asia,Asia,1.0,1.0,FIFA World Cup qualification,Kuwait City,Kuwait,No,Draw,Draw,2.0
1129,2001-02-28,Belgium,San Marino,Europe,Europe,10.0,1.0,FIFA World Cup qualification,Brussels,Belgium,No,Belgium,San Marino,11.0
1130,2001-02-28,Costa Rica,Honduras,North America,North America,2.0,2.0,FIFA World Cup qualification,San José,Costa Rica,No,Draw,Draw,4.0
1131,2001-02-28,Jamaica,Trinidad and Tobago,North America,South America,1.0,0.0,FIFA World Cup qualification,Kingston,Jamaica,No,Jamaica,Trinidad and Tobago,1.0
1132,2001-02-28,Portugal,Andorra,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Funchal,Portugal,No,Portugal,Andorra,3.0
1133,2001-02-28,USA,Mexico,North America,North America,2.0,0.0,FIFA World Cup qualification,Columbus,USA,No,USA,Mexico,2.0
1134,2001-03-04,Hong Kong,Palestine,Asia,Asia,1.0,1.0,FIFA World Cup qualification,So Kon Po,Hong Kong,No,Draw,Draw,2.0
1135,2001-03-04,Qatar,Malaysia,Asia,Asia,5.0,1.0,FIFA World Cup qualification,So Kon Po,Hong Kong,No,Qatar,Malaysia,6.0
1136,2001-03-08,Hong Kong,Malaysia,Asia,Asia,0.0,2.0,FIFA World Cup qualification,So Kon Po,Hong Kong,No,Malaysia,Hong Kong,2.0
1137,2001-03-08,Palestine,Qatar,Asia,Asia,1.0,2.0,FIFA World Cup qualification,So Kon Po,Hong Kong,No,Qatar,Palestine,3.0
1138,2001-03-10,Congo DR,Côte d'Ivoire,Africa,Africa,1.0,2.0,FIFA World Cup qualification,Kinshasa,Congo DR,No,Côte d'Ivoire,Congo DR,3.0
1139,2001-03-10,Senegal,Namibia,Africa,Africa,4.0,0.0,FIFA World Cup qualification,Dakar,Senegal,No,Senegal,Namibia,4.0
1140,2001-03-10,Sierra Leone,Sudan,Africa,Africa,0.0,2.0,FIFA World Cup qualification,Freetown,Sierra Leone,No,Sudan,Sierra Leone,2.0
1141,2001-03-10,Zambia,Libya,Africa,Africa,2.0,0.0,FIFA World Cup qualification,Chingola,Zambia,No,Zambia,Libya,2.0
1142,2001-03-11,Egypt,Algeria,Africa,Africa,5.0,2.0,FIFA World Cup qualification,Cairo,Egypt,No,Egypt,Algeria,7.0
1143,2001-03-11,Ghana,Nigeria,Africa,Africa,0.0,0.0,FIFA World Cup qualification,Accra,Ghana,No,Draw,Draw,0.0
1144,2001-03-11,Hong Kong,Qatar,Asia,Asia,0.0,2.0,FIFA World Cup qualification,So Kon Po,Hong Kong,No,Qatar,Hong Kong,2.0
1145,2001-03-11,Palestine,Malaysia,Asia,Asia,1.0,0.0,FIFA World Cup qualification,So Kon Po,Hong Kong,No,Palestine,Malaysia,1.0
1146,2001-03-11,Togo,Angola,Africa,Africa,1.0,1.0,FIFA World Cup qualification,Lomé,Togo,No,Draw,Draw,2.0
1147,2001-03-11,Zimbabwe,Malawi,Africa,Africa,2.0,0.0,FIFA World Cup qualification,Harare,Zimbabwe,No,Zimbabwe,Malawi,2.0
1148,2001-03-20,Palestine,Hong Kong,Asia,Asia,1.0,0.0,FIFA World Cup qualification,Doha,Qatar,No,Palestine,Hong Kong,1.0
1149,2001-03-20,Qatar,Malaysia,Asia,Asia,0.0,0.0,FIFA World Cup qualification,Doha,Qatar,No,Draw,Draw,0.0
1150,2001-03-23,Hong Kong,Malaysia,Asia,Asia,2.0,1.0,FIFA World Cup qualification,Doha,Qatar,No,Hong Kong,Malaysia,3.0
1151,2001-03-23,Qatar,Palestine,Asia,Asia,2.0,1.0,FIFA World Cup qualification,Doha,Qatar,No,Qatar,Palestine,3.0
1152,2001-03-24,Andorra,Netherlands,Europe,Europe,0.0,5.0,FIFA World Cup qualification,Barcelona,Spain,No,Netherlands,Andorra,5.0
1153,2001-03-24,Armenia,Wales,Europe,Europe,2.0,2.0,FIFA World Cup qualification,Yerevan,Armenia,No,Draw,Draw,4.0
